,Address,Price,Beds,Baths
401,1 Fallowfeild Dr,"$699,000 CAD",3 beds,3 baths
402,261 Skinner Rd 18,"$549,900 CAD",1 beds,1 baths
403,112 Union St B202,"$499,900 CAD",1 beds,1 baths
404,358 Waterloo Ave 301,"$499,900 CAD",2+1 beds,2 baths
405,151 Gateshead Cres 11,"$549,900 CAD",3 beds,2 baths
406,686 Andrew Malcolm Dr,"$369,000 CAD",3 beds,2 baths
407,61 Markbrook Lane 1806,"$499,000 CAD",2+1 beds,2 baths
408,1552 Kerns Rd 6,"$749,000 CAD",3 beds,3 baths
409,1070 Sheppard Ave 312,"$569,000 CAD",1+1 beds,1 baths
410,385 Prince Of Wales Dr 3412,"$469,900 CAD",0 beds,1 baths
411,35 Watergarden Dr 1017,"$629,900 CAD",1 beds,1 baths
412,806 Stainton Dr 34H,"$969,000 CAD",4 beds,3 baths
413,4235 Sherwoodtowne Blvd 1209,"$539,900 CAD",1 beds,1 baths
414,1183 Dufferin St 103,"$985,000 CAD",2 beds,3 baths
415,20 Shore Breeze Dr 1605,"$699,900 CAD",1+1 beds,1 baths
416,3025 The Credit Woodlands Dr 414,"$599,900 CAD",4 beds,2 baths
417,15 London Green Crt 509,"$458,800 CAD",3 beds,2 baths
418,100 Burloak Dr 1411,"$929,000 CAD",2+1 beds,2 baths
419,70 Absolute Ave 2310,"$499,000 CAD",2 beds,1 baths
420,12 Seedhouse Rd,"$1,299,000 CAD",4+1 beds,4 baths
421,816 Lansdowne Ave 426,"$499,900 CAD",1 beds,1 baths
422,117 Thomas Fisher Dr,"$1,599,999 CAD",3 beds,3 baths
423,9191 Yonge St Sw607,"$550,000 CAD",1 beds,1 baths
424,175 Millway Ave 4805,"$628,000 CAD",1+1 beds,2 baths
425,370 Red Maple Rd 87,"$999,000 CAD",3 beds,3 baths
426,50 Brian Harrison Way 3009,"$599,900 CAD",3 beds,2 baths
427,1760 Simcoe St 66,"$499,000 CAD",3 beds,3 baths
428,2 Forest Hill Rd 103,"$3,034,900 CAD",2+1 beds,3 baths
429,15 Stafford St Ph07,"$899,000 CAD",1+1 beds,2 baths
430,39 Queens Quay 535,"$924,999 CAD",1+1 beds,1 baths
431,75 Queens Wharf Rd 2812,"$635,000 CAD",1 beds,1 baths
432,460 Adelaide St 1730,"$730,000 CAD",1+1 beds,1 baths
433,4005 Don Mills Rd 316,"$699,000 CAD",2+1 beds,2 baths
434,5500 Yonge St 1201,"$599,990 CAD",1 beds,1 baths
435,60 Byng Ave 2607,"$599,000 CAD",1+1 beds,1 baths
436,270 Wellington St 418,"$569,000 CAD",1 beds,1 baths
437,1700 Eglinton Ave 513,"$639,900 CAD",2 beds,2 baths
438,8 The Esplanade Ave 2205,"$989,000 CAD",1+1 beds,2 baths
439,135 Pears Ave Th,"$3,495,000 CAD",3 beds,4 baths
440,210 Grandview Way,"$699,999 CAD",1+1 beds,2 baths
441,100 Harbour St 5004,"$899,500 CAD",2 beds,2 baths
442,576 Front St 428E,"$569,900 CAD",1 beds,1 baths
443,1 Bloor St 402,"$1,088,000 CAD",2 beds,2 baths
444,125 Western Battery Rd 715,"$899,900 CAD",2+1 beds,2 baths
445,32 Bayview Dr,"$899,000 CAD",3+2 beds,2 baths
446,940 Copper Leaf Cres,"$950,000 CAD",3+1 beds,3 baths
447,41 Fourth St,"$1,049,000 CAD",8 beds,4 baths
448,1058 Garner Rd,"$2,495,000 CAD",3+1 beds,2 baths
449,115 Woodworth Dr,"$1,080,000 CAD",5 beds,2 baths
450,929 Savoline Blvd,"$999,000 CAD",3+1 beds,4 baths
451,3073 George Savage Ave,"$1,499,000 CAD",3 beds,4 baths
452,1251 Hillhurst Rd,"$2,999,000 CAD",3+1 beds,3 baths
453,27 Bainsville Circ,"$1,899,900 CAD",5 beds,4 baths
454,274 Gooding Cres,"$1,099,000 CAD",4 beds,3 baths
455,38 Devonsleigh Blvd,"$1,788,000 CAD",4+2 beds,6 baths
456,39 Richvalley Cres,"$1,980,000 CAD",5+1 beds,5 baths
457,39 Orlon Cres,"$1,998,000 CAD",3 beds,3 baths
458,95 Lensmith Dr,"$1,599,000 CAD",4+2 beds,4 baths
459,225 Chouinard Way,"$1,499,000 CAD",4 beds,4 baths
460,5 Navarre St,"$1,188,000 CAD",3 beds,4 baths
461,969 Sherman Brock Circ,"$1,858,000 CAD",5 beds,5 baths
462,7 Byblos Crt,"$1,998,888 CAD",4+2 beds,5 baths
463,5 Queensgate Crt,"$1,680,000 CAD",4+2 beds,4 baths
464,78 Nettlecreek Cres,"$1,178,000 CAD",4+2 beds,6 baths
465,79 Conference Blvd,"$1,199,000 CAD",4 beds,3 baths
466,146 Hanson St,"$849,000 CAD",2 beds,1 baths
467,25 Rossander Crt,"$999,000 CAD",3 beds,1 baths
468,75 Keeler Cres,"$849,900 CAD",2 beds,2 baths
469,84 Wickson Tr,"$999,900 CAD",4+2 beds,2 baths
470,2 Tanburn Pl,"$1,299,000 CAD",3 beds,2 baths
471,3091 Dufferin St 626,"$699,900 CAD",2 beds,2 baths
472,2800 Keele St 1109,"$600,000 CAD",2 beds,1 baths
473,9 Compass Way,"$1,249,900 CAD",2 beds,3 baths
474,8110 Birchmount Rd 602E,"$788,000 CAD",2+1 beds,2 baths
475,50 Town Centre Crt 3003,"$499,000 CAD",1+1 beds,1 baths
476,15 Iceboat Terr 2606,"$698,000 CAD",2 beds,2 baths
477,33 Bay St 4201,"$699,000 CAD",1+1 beds,1 baths
478,350 Porter Dr,"$999,999 CAD",4 beds,3 baths
479,267 Catharine St,"$1,099,800 CAD",4 beds,4 baths
480,118 York Rd,"$999,900 CAD",3 beds,3 baths
481,9431 Stevenson Rd,"$2,770,000 CAD",6 beds,3 baths
482,81 Montmorency Dr,"$1,649,900 CAD",4+5 beds,4 baths
483,7 Normandy Pl,"$599,998 CAD",2+2 beds,2 baths
484,1155 Duignan Cres,"$899,000 CAD",3 beds,3 baths
485,311 Broadway St,"$1,490,000 CAD",4+2 beds,6 baths
486,704 Hood Terr,"$1,299,000 CAD",3 beds,4 baths
487,2055 Waters Edge Dr,"$1,499,900 CAD",2+1 beds,3 baths
488,21 Sherbrooke St,"$1,499,990 CAD",4+1 beds,5 baths
489,7 Studley St,"$1,189,000 CAD",3+2 beds,3 baths
490,5515 Cosmic Cres,"$799,000 CAD",3 beds,3 baths
491,137 Royal Valley Dr,"$1,499,000 CAD",3+3 beds,5 baths
492,80 Bowbeer Rd,"$2,769,880 CAD",4+1 beds,6 baths
493,4 Pritchard Rd,"$1,169,900 CAD",3 beds,4 baths
494,31 Shiff Cres,"$849,900 CAD",3+1 beds,3 baths
495,187 Wessenger Dr,"$849,900 CAD",2+2 beds,3 baths
496,136 Country Lane,"$799,900 CAD",3 beds,4 baths
497,5096 Boyne St,"$999,000 CAD",4+1 beds,4 baths
498,50 Kingswood Dr,"$4,350,000 CAD",4 beds,4 baths
499,72 Purcell Cres,"$1,399,900 CAD",4 beds,4 baths
500,837 Montsell Ave,"$799,000 CAD",3 beds,1 baths
501,406 Silken Laumann Dr,"$1,390,000 CAD",4 beds,3 baths
502,32 Collis Dr,"$899,000 CAD",3 beds,3 baths
503,82 Zio Carlo Dr,"$988,000 CAD",3 beds,3 baths
504,102 Pine Hill Rd,"$2,850,000 CAD",4+2 beds,5 baths
505,21 Vogue St,"$1,099,000 CAD",3 beds,4 baths
506,31 Colgate Ave,"$1,299,000 CAD",3+1 beds,3 baths
507,564 Mccowan Rd,"$979,900 CAD",3+2 beds,2 baths
508,372 Adelaide Ave,"$799,000 CAD",3+2 beds,2 baths
509,29 Hi Mount Dr,"$3,999,999 CAD",3+2 beds,3 baths
510,46 Winlock Park,"$2,690,000 CAD",4+2 beds,4 baths
511,125 Shoreview Pl 533,"$529,000 CAD",1+1 beds,1 baths
512,120 Hutchison Ave 10,"$110,010 CAD",2 beds,1 baths
513,3077 Weston Rd 1603,"$499,900 CAD",2 beds,2 baths
514,4070 Confederation Pkwy Lph01,"$569,000 CAD",1 beds,1 baths
515,50 Sky Harbour Dr 414,"$525,000 CAD",1 beds,1 baths
516,4850 Glen Erin Dr 104,"$639,999 CAD",2 beds,2 baths
517,70 Annie Craig Dr 902,"$739,990 CAD",1+1 beds,2 baths
518,1 Rowntree Rd 612,"$499,900 CAD",2+1 beds,2 baths
519,364 The East Mall 217,"$620,000 CAD",3 beds,3 baths
520,75 North Park Rd Lph1-6,"$1,888,000 CAD",3 beds,3 baths
521,75 Bamburgh Circ 725,"$599,000 CAD",2+1 beds,2 baths
522,30 Meadowglen Pl 1504,"$499,999 CAD",1+1 beds,1 baths
523,25 Capreol Crt 203,"$599,999 CAD",1+1 beds,1 baths
524,77 Shuter St 1108,"$599,000 CAD",1+1 beds,1 baths
525,47 Lower River St 430,"$479,900 CAD",1 beds,1 baths
526,128 Hazelton Ave 403,"$3,275,000 CAD",1+1 beds,2 baths
527,15 Greenview Ave 1603,"$699,000 CAD",1+1 beds,1 baths
528,33 Bay St 312,"$599,000 CAD",1 beds,1 baths
529,150 Sudbury St 405,"$548,000 CAD",2 beds,1 baths
530,90 Queens Wharf Rd 203,"$938,000 CAD",2+1 beds,2 baths
531,125 Redpath Ave 2112,"$469,000 CAD",0 beds,1 baths
532,185 Roehampton Ave 2911,"$687,500 CAD",1 beds,1 baths
533,151 Dan Leckie Way 516,"$908,000 CAD",2+1 beds,2 baths
534,2 Forest Hill Rd 415,"$3,634,900 CAD",2+1 beds,3 baths
535,1030 King St Ph 01,"$699,000 CAD",1+1 beds,1 baths
536,11 Jeffery Dr,"$1,299,000 CAD",4 beds,3 baths
537,11 Moonstone Crt,"$1,499,900 CAD",6 beds,6 baths
538,24 Carolina Dr,"$829,900 CAD",2+2 beds,2 baths
539,141 Ironwood Rd,"$725,000 CAD",3+2 beds,2 baths
540,48 Birchmount St,"$699,900 CAD",2+2 beds,3 baths
541,211 Woodmeadow Crt,"$799,900 CAD",4 beds,3 baths
542,7 Macklin St,"$1,099,000 CAD",4 beds,3 baths
543,88 West 34th St,"$699,900 CAD",3+1 beds,2 baths
544,89 Barry Rd,"$549,900 CAD",3+2 beds,2 baths
545,113 East 19th St,"$599,900 CAD",2+1 beds,2 baths
546,645 Whites Rd,"$1,189,000 CAD",3 beds,3 baths
547,138268 Grey Road 112 Rd,"$975,000 CAD",3+2 beds,2 baths
548,177 Kathleen St,"$799,900 CAD",8 beds,6 baths
549,19 Northview Lane,"$799,900 CAD",2+2 beds,2 baths
550,4595 Sixteen Rd Rd,"$179,999 CAD",0 beds,0 baths
551,80 Birch Cres,"$349,999 CAD",0 beds,0 baths
552,9 Selena St,"$799,900 CAD",2+1 beds,3 baths
553,831 Lawndale Ave,"$549,000 CAD",2+1 beds,2 baths
554,39 Percival St,"$599,000 CAD",3+1 beds,2 baths
555,59 Cordell St,"$999,900 CAD",2 beds,3 baths
556,114 Aquarium Ave,"$679,900 CAD",3 beds,3 baths
557,188 Old Onondaga Rd,"$2,747,000 CAD",3 beds,2 baths
558,723 Tate Ave,"$349,900 CAD",3 beds,2 baths
559,37 Macoomb Dr,"$699,900 CAD",3+3 beds,3 baths
560,310 Brandenburg Pl,"$1,050,000 CAD",4 beds,3 baths
561,31 Braeburn St,"$599,900 CAD",2 beds,3 baths
562,270 Whittaker St,"$979,900 CAD",9 beds,6 baths
563,1271 King St,"$1,599,000 CAD",6+5 beds,4 baths
564,36 Forest Hill Cres,"$799,900 CAD",2+1 beds,2 baths
565,9 Mulock Ave,"$699,000 CAD",3+2 beds,2 baths
566,37 Front St,"$299,000 CAD",3 beds,2 baths
567,28 Whitfield Ave,"$620,000 CAD",3 beds,1 baths
568,35 Barry Rd,"$649,900 CAD",3+1 beds,2 baths
569,7 Woodglen Dr,"$599,900 CAD",3 beds,2 baths
570,226 Emerald St,"$639,900 CAD",3+1 beds,3 baths
571,73 Stirton St,"$550,000 CAD",5 beds,3 baths
572,590 Canewood Cres,"$699,000 CAD",3 beds,3 baths
573,16 Laurelwood Crt,"$799,900 CAD",4+1 beds,3 baths
574,13 Eastfield Crt,"$699,900 CAD",3 beds,2 baths
575,437 Wellington St,"$449,900 CAD",2 beds,1 baths
576,185 Washington Ave,"$749,900 CAD",3 beds,2 baths
577,1584 Centre Rd,"$6,988,000 CAD",4+2 beds,6 baths
578,151 Tuxedo Ave,"$799,900 CAD",4+2 beds,3 baths
579,2173 Lakeshore Rd,"$1,999,900 CAD",4+1 beds,4 baths
580,518 Holly Ave,"$899,000 CAD",3 beds,2 baths
581,908 Etherington Way,"$1,599,888 CAD",3 beds,3 baths
582,33 Haverstock Cres,"$1,649,999 CAD",4 beds,3 baths
583,20 Danielsgate Rd,"$1,799,900 CAD",4+2 beds,5 baths
584,3526 Pitch Pine Cres,"$1,899,000 CAD",4 beds,4 baths
585,2020 Russett Rd,"$1,208,000 CAD",2+1 beds,3 baths
586,2582 2nd Side Rd,"$1,699,999 CAD",3+1 beds,1 baths
587,138 Duncan Lane,"$998,000 CAD",3 beds,4 baths
588,2509 Frankfield Rd,"$1,199,000 CAD",3+3 beds,4 baths
589,62 Charles St,"$799,900 CAD",3 beds,2 baths
590,11 Cotswold Crt,"$1,289,900 CAD",3 beds,3 baths
591,99 Winners Circ,"$849,900 CAD",4 beds,3 baths
592,46 Massey St,"$999,900 CAD",4 beds,3 baths
593,40 Borden Hill Crt,"$1,099,000 CAD",4+1 beds,4 baths
594,10 Sandpiper Crt,"$1,790,000 CAD",4+1 beds,5 baths
595,81 Yellow Brick Rd,"$849,000 CAD",3 beds,3 baths
596,51 Evans Ave,"$1,050,000 CAD",3 beds,4 baths
597,48 C Line Ave 119,"$869,000 CAD",3 beds,3 baths
598,3443 Whilabout Terr,"$1,659,000 CAD",4 beds,3 baths
599,35 Sir Jacobs Cres,"$1,299,900 CAD",4+1 beds,5 baths
600,256 Pearl St,"$799,000 CAD",3 beds,2 baths
601,1204 Hudson Pl,"$1,225,000 CAD",3+2 beds,3 baths
602,2394 Chilsworthy Ave,"$1,299,000 CAD",4 beds,4 baths
603,8047 Financial Dr,"$1,799,000 CAD",4+1 beds,4 baths
604,93 Greenbriar Rd,"$799,900 CAD",3 beds,2 baths
605,1140 Bryn Mawr Lane,"$3,900,000 CAD",4 beds,5 baths
606,493 Coleen Dr,"$2,598,000 CAD",4+1 beds,4 baths
607,37 Carlton Dr,"$899,900 CAD",3 beds,2 baths
608,25 Triple Crown Dr,"$1,249,900 CAD",4+1 beds,4 baths
609,3444 Angel Pass Dr,"$1,390,000 CAD",4+1 beds,4 baths
610,11 Four Leaf Dr,"$968,888 CAD",3+1 beds,3 baths
611,84 Eighth St,"$1,339,000 CAD",3 beds,2 baths
612,48 Vanhorne Clse,"$999,000 CAD",4 beds,4 baths
613,43 Coral Gable Dr,"$1,088,000 CAD",4+1 beds,2 baths
614,32 Cape Dorset Cres,"$1,499,900 CAD",4 beds,3 baths
615,22 Hobart Gdns,"$899,900 CAD",3+1 beds,3 baths
616,3171 William Rose Way,"$1,880,000 CAD",5 beds,4 baths
617,43 Webster Way,"$1,195,000 CAD",4 beds,3 baths
618,64 Lockerbie Ave,"$1,388,000 CAD",3 beds,1 baths
619,2421 Old Pheasant Rd,"$1,500,000 CAD",4 beds,3 baths
620,65 James St,"$925,000 CAD",4 beds,3 baths
621,210 Edgehill Dr,"$899,000 CAD",3+1 beds,4 baths
622,75 Broadview St,"$1,145,000 CAD",3 beds,2 baths
623,8 Frances St,"$849,900 CAD",4 beds,2 baths
624,78 Connor Ave,"$1,099,900 CAD",3+1 beds,4 baths
625,90 Versailles Cres,"$999,900 CAD",4 beds,3 baths
626,7 Black Willow Dr,"$1,199,000 CAD",4+2 beds,4 baths
627,359 Emms Dr,"$989,000 CAD",3+1 beds,4 baths
628,17 Eva Cres,"$1,195,000 CAD",3 beds,4 baths
629,8 Gibbard Cres,"$749,000 CAD",3 beds,1 baths
630,27 Bailey St,"$699,900 CAD",3 beds,3 baths
631,76 Highland Dr,"$1,949,000 CAD",2+1 beds,4 baths
632,40 Meteorite St,"$2,699,000 CAD",4+1 beds,5 baths
633,90 Long St,"$1,199,999 CAD",4+2 beds,4 baths
634,18 Bannockburn Dr,"$1,999,000 CAD",5 beds,4 baths
635,11 Penny Pl,"$1,885,000 CAD",2+2 beds,3 baths
636,25 Brolley Cres,"$1,795,000 CAD",3 beds,3 baths
637,61 Dunning Dr,"$999,900 CAD",3+2 beds,3 baths
638,21763 Highway 48,"$599,000 CAD",3 beds,1 baths
639,99 Black Walnut Crt,"$1,749,990 CAD",4 beds,4 baths
640,2848 Concession Rd 5,"$1,995,000 CAD",0 beds,0 baths
641,59 Donnan Dr,"$949,000 CAD",4 beds,4 baths
642,29 Castle Harbour Lane,"$1,699,900 CAD",3+1 beds,3 baths
643,212 Royal Rd,"$949,900 CAD",3+1 beds,4 baths
644,87 Ferretti St,"$1,749,000 CAD",4 beds,5 baths
645,44 Presidential St,"$1,599,900 CAD",4+3 beds,4 baths
646,358 The Queensway,"$1,199,900 CAD",6+1 beds,3 baths
647,65 Clifford Fairbarn Dr,"$999,888 CAD",4 beds,4 baths
648,25 Robb Thompson Rd,"$989,900 CAD",4 beds,3 baths
649,138 Rose Ave,"$1,495,000 CAD",4 beds,4 baths
650,148 Gwendolyn Blvd,"$1,325,000 CAD",4+1 beds,4 baths
651,18 Prosser Ave,"$849,900 CAD",3+1 beds,2 baths
652,36 Oakhaven Dr,"$1,180,000 CAD",3 beds,3 baths
653,193 Bellefontaine St,"$799,900 CAD",4+1 beds,4 baths
654,27 Blunden Rd,"$749,000 CAD",2 beds,3 baths
655,2026 Solar Pl,"$1,488,000 CAD",5+1 beds,5 baths
656,292 Adelaide Ave,"$599,900 CAD",3 beds,2 baths
657,295 Dover St,"$889,000 CAD",2+1 beds,2 baths
658,149 Garrard Rd,"$999,900 CAD",3+3 beds,2 baths
659,17 Ferrier Ave,"$1,599,000 CAD",3+1 beds,4 baths
660,17 Lord Sydenham Crt,"$988,000 CAD",3+1 beds,3 baths
661,25 Dorvis Dr,"$899,900 CAD",4+2 beds,4 baths
662,644 Annapolis Ave,"$699,900 CAD",3+1 beds,2 baths
663,179 Lynnbrook Dr,"$1,288,000 CAD",4+1 beds,3 baths
664,78 Erikson Dr,"$899,900 CAD",3+1 beds,3 baths
665,131 John St,"$899,900 CAD",3+1 beds,4 baths
666,348 Springdale Blvd,"$1,089,000 CAD",3 beds,2 baths
667,1176 Park Ridge Dr,"$1,050,000 CAD",4+1 beds,3 baths
668,813 Black Cherry Dr,"$899,000 CAD",2+3 beds,3 baths
669,92 Hartrick Pl,"$899,000 CAD",3+1 beds,3 baths
670,2517 Castlegate Crossing,"$899,999 CAD",3 beds,5 baths
671,56 Juneau Cres,"$829,900 CAD",3 beds,3 baths
672,79 Fencerow Dr,"$899,900 CAD",3+1 beds,3 baths
673,50 Westover Dr,"$699,900 CAD",3 beds,4 baths
674,106 Creekwood Cres,"$699,900 CAD",3 beds,3 baths
675,45 Chine Dr,"$2,000,000 CAD",2 beds,2 baths
676,20 Daniel Cozens Crt,"$3,599,000 CAD",5+1 beds,7 baths
677,2 Brian Cliff Dr,"$5,800,000 CAD",5+2 beds,7 baths
678,216 Yonge Blvd,"$4,399,000 CAD",4+1 beds,7 baths
679,196 Goulding Ave,"$1,499,000 CAD",3+2 beds,2 baths
680,84 Murellen Cres,"$999,000 CAD",4 beds,2 baths
681,17 Clematis Rd,"$899,888 CAD",3 beds,2 baths
682,267 Major St,"$2,049,000 CAD",3 beds,4 baths
683,760 Woodhill Dr,"$495,000 CAD",2 beds,2 baths
684,150 Main St 1208,"$999,000 CAD",1 beds,3 baths
685,69 Hagey Ave 1,"$339,900 CAD",3 beds,2 baths
686,125 Fairway Crt 217,"$849,000 CAD",2 beds,2 baths
687,118 King St 1121,"$455,000 CAD",1 beds,1 baths
688,200 Stinson St 308,"$620,000 CAD",1 beds,2 baths
689,4658 Drummond Rd 128,"$329,900 CAD",1 beds,1 baths
690,330 Phillip St S-213,"$529,000 CAD",1+1 beds,1 baths
691,275 Larch St 304A,"$499,900 CAD",2 beds,2 baths
692,90 Charlton Ave 506,"$449,900 CAD",1 beds,1 baths
693,20 John St 308,"$459,900 CAD",2 beds,1 baths
694,75 Emmett Ave Ph2511,"$549,000 CAD",3+1 beds,2 baths
695,4633 Glen Erin Dr 1002,"$699,900 CAD",2 beds,1 baths
696,2230 Lakeshore Blvd 2905,"$684,888 CAD",1+1 beds,1 baths
697,120 Varna Dr 525,"$529,000 CAD",1 beds,1 baths
698,70 Annie Craig Dr 607,"$899,900 CAD",2+1 beds,2 baths
699,50 Absolute Ave 3505,"$625,000 CAD",2 beds,2 baths
700,4673 Jane St 906,"$299,000 CAD",3 beds,2 baths
701,17 Zorra St 205,"$499,900 CAD",1 beds,1 baths
702,3533 Derry Rd 201,"$405,000 CAD",2 beds,1 baths
703,50 George Butchard Dr 507,"$720,000 CAD",2 beds,2 baths
704,50 George Butchard Dr 324,"$720,000 CAD",2 beds,2 baths
705,1300 Islington Ave 404,"$784,000 CAD",2 beds,2 baths
706,65 Brickyard Way 31,"$799,900 CAD",3+1 beds,3 baths
707,1292 Sherwood Mills Blvd 65,"$799,000 CAD",3 beds,3 baths
708,128 Grovewood Common Circ 402,"$649,900 CAD",1+1 beds,1 baths
709,80 Grandravine Dr 909,"$599,000 CAD",3 beds,2 baths
710,100 Quebec Ave 1001,"$1,250,000 CAD",3 beds,2 baths
711,236 Albion Rd 1712,"$380,000 CAD",2+1 beds,1 baths
712,625 The West Mall 2002,"$524,900 CAD",3+1 beds,2 baths
713,1 Valhalla Inn Rd 207,"$489,000 CAD",1 beds,1 baths
714,66 High St 203,"$939,900 CAD",3 beds,3 baths
715,10 Markbrook Lane 1512,"$619,999 CAD",2+1 beds,2 baths
716,50 Mississauga Valley Blvd 1720,"$599,900 CAD",3 beds,2 baths
717,7385 Magistrate Terr 13,"$999,999 CAD",3+1 beds,4 baths
718,251 Manitoba St 102,"$1,025,000 CAD",2 beds,3 baths
719,5260 Mcfarren Blvd 56,"$899,000 CAD",3 beds,2 baths
720,4080 Living Arts Dr 1103,"$589,888 CAD",1+1 beds,2 baths
721,3077 Weston Rd 905,"$630,000 CAD",2 beds,2 baths
722,225 Webb Dr 3601,"$574,500 CAD",1+1 beds,1 baths
723,4185 Shipp Drive Dr 715,"$399,900 CAD",1 beds,1 baths
724,151 Edgehill Dr H11,"$360,000 CAD",2 beds,1 baths
725,58 Lakeside Terr 208,"$599,900 CAD",2 beds,2 baths
726,53 Ferndale Dr 3,"$499,900 CAD",2 beds,1 baths
727,302 Essa Rd 109,"$499,000 CAD",1 beds,1 baths
728,190 Harding Blvd 33,"$999,000 CAD",3 beds,3 baths
729,30 Wilson St 203,"$579,000 CAD",1+1 beds,2 baths
730,9600 Yonge St 602B,"$799,000 CAD",2 beds,2 baths
731,960 Glen St 44,"$399,900 CAD",3 beds,2 baths
732,50 Blackwell Ave 2,"$749,000 CAD",4 beds,3 baths
733,90 Ling Rd 1402,"$450,000 CAD",2 beds,1 baths
734,50 Town Centre Crt 902,"$599,000 CAD",2 beds,2 baths
735,1610 Crawforth St 62,"$679,900 CAD",3 beds,2 baths
736,8835 Sheppard Ave 112,"$699,900 CAD",2+1 beds,2 baths
737,909 Burns St 76,"$599,990 CAD",3 beds,2 baths
738,2152 Lawrence Ave 1610,"$649,900 CAD",2 beds,2 baths
739,2799 Kingston Rd 612,"$539,900 CAD",1 beds,1 baths
740,70 Montclair Ave 705,"$1,075,000 CAD",2 beds,2 baths
741,5162 Yonge St 1209,"$825,000 CAD",2 beds,1 baths
742,75 Graydon Hall Dr 705,"$739,900 CAD",3 beds,2 baths
743,29 Singer Crt 1712,"$589,000 CAD",1+1 beds,1 baths
744,16 Bonnycastle St 1903,"$699,000 CAD",1 beds,1 baths
745,5937 Bathurst St 4,"$980,000 CAD",3 beds,4 baths
746,32 Forest Manor Rd 210,"$720,000 CAD",1+1 beds,2 baths
747,275 Yorkland Rd 1906,"$599,000 CAD",1+1 beds,1 baths
748,10 Capreol Crt 1056,"$699,880 CAD",1+2 beds,2 baths
749,75 Portland St 419,"$799,900 CAD",1+1 beds,2 baths
750,12 York St 1411,"$619,900 CAD",1+1 beds,1 baths
751,71 Simcoe St 901,"$888,000 CAD",1+1 beds,2 baths
752,88 Scott St 207,"$1,190,000 CAD",1+1 beds,2 baths
753,1555 Finch Ave 2907,"$1,088,000 CAD",2+1 beds,3 baths
754,68 Shuter St 2210,"$849,900 CAD",2+1 beds,2 baths
755,220 Victoria St 1706,"$748,888 CAD",2+1 beds,2 baths
756,117 Dundas St 1601,"$1,389,000 CAD",3 beds,3 baths
757,300 Front St 3009,"$899,000 CAD",2 beds,2 baths
758,2 Old Stone Crt,"$2,499,000 CAD",5+1 beds,9 baths
759,7 Simcoe St,"$399,900 CAD",3 beds,1 baths
760,135 Spring St,"$359,900 CAD",2+2 beds,1 baths
761,447 Crestview Rd,"$899,000 CAD",3+1 beds,3 baths
762,86 Century Hill Dr,"$649,000 CAD",3+1 beds,2 baths
763,21 Forster St,"$739,900 CAD",2+1 beds,2 baths
764,35 Madison Ave,"$649,000 CAD",3+1 beds,3 baths
765,599 Scott St,"$575,000 CAD",3+1 beds,2 baths
766,154 Oxford St,"$849,900 CAD",5+3 beds,3 baths
767,216 Cherry St,"$800,000 CAD",4 beds,3 baths
768,146 Greenceder Dr,"$899,999 CAD",3+2 beds,2 baths
769,171 Norfolk Ave,"$749,900 CAD",3+1 beds,3 baths
770,75 Springdale Dr,"$899,900 CAD",3+1 beds,3 baths
771,90 Hemlock Way,"$999,900 CAD",3 beds,3 baths
772,137 Morton Lane,"$629,900 CAD",2+2 beds,2 baths
773,1890 Rymal Rd 72,"$799,900 CAD",3 beds,3 baths
774,23 Redcap Beach Lane,"$1,588,800 CAD",3+1 beds,2 baths
775,5783 Summer St,"$638,000 CAD",3+1 beds,2 baths
776,3069 County Road # 10 Rd,"$1,193,000 CAD",4 beds,2 baths
777,4100 Canby St,"$829,000 CAD",3+1 beds,4 baths
778,8390 Dale Rd,"$450,000 CAD",5 beds,2 baths
779,641183 270 Sdrd,"$1,149,000 CAD",3 beds,1 baths
780,235 Auden Rd,"$719,900 CAD",3 beds,2 baths
781,8261 Albert Crt,"$985,000 CAD",3 beds,2 baths
782,166 Gage Ave,"$599,000 CAD",3 beds,2 baths
783,1084 Nicola St,"$829,900 CAD",2+1 beds,2 baths
784,358 Pelham Rd,"$1,790,000 CAD",4+2 beds,5 baths
785,39 Third Ave,"$549,000 CAD",3 beds,2 baths
786,659 Highway 6,"$949,900 CAD",3+1 beds,2 baths
787,1327 Highway 8,"$1,650,000 CAD",3 beds,3 baths
788,20 Maple Blvd,"$799,000 CAD",3 beds,3 baths
789,24 Four Seasons Circ,"$1,199,000 CAD",4+1 beds,4 baths
790,3218 Hazelwood Ave,"$1,399,900 CAD",4 beds,4 baths
791,16 Holgate Crt,"$999,999 CAD",4+2 beds,3 baths
792,3 Helena Crt,"$799,000 CAD",3 beds,3 baths
793,647 Beresford Ave,"$2,239,000 CAD",3+1 beds,5 baths
794,7183 Tamar Rd,"$999,999 CAD",3+1 beds,2 baths
795,3 Pritchard Rd,"$949,000 CAD",3 beds,3 baths
796,12 Colorado Pl,"$1,699,000 CAD",4+1 beds,4 baths
797,36 Noranda Cres,"$1,799,000 CAD",4+2 beds,4 baths
798,756 Savoy Cres,"$899,000 CAD",3 beds,2 baths
799,32 Leila Jackson Terr,"$1,099,000 CAD",4 beds,3 baths
800,951 White Clover Way,"$1,899,900 CAD",4+2 beds,4 baths
801,439 Lees Lane,"$1,499,000 CAD",3 beds,1 baths
802,21 Rosepac Ave,"$899,900 CAD",3 beds,3 baths
